Lemma	PoS	Freq(ipm)	R	D	Doc
подсветка	s	3.9	80	81	232
подсвинок	s	0.7	13	28	14
подсечка	s	0.8	38	81	51
подсказка	s	5.4	94	93	336
подскок	s	0.4	21	78	28
подсобка	s	2.0	53	83	106
подсолнух	s	2.4	71	88	140
подспорье	s	2.0	71	90	170
подстава	s	1.3	44	84	73
подставка	s	5.9	96	93	353
подстилка	s	4.0	80	85	202
подступ	s	3.9	87	91	274
подсумок	s	0.5	24	76	29
подсчет	s	13.2	98	92	899
подтек	s	1.0	54	88	77
подтекст	s	6.1	93	90	335
подтип	s	4.7	13	55	49
подтяжка	s	2.5	73	88	129
подушечка	s	4.9	90	92	283
подушка	s	39.5	100	93	1301
подхалим	s	1.5	56	86	94
подхват	s	1.3	60	87	94
подход	s	99.8	100	87	3881
подшивка	s	1.5	59	87	103
подшипник	s	4.3	84	83	179
подъезд	s	56.1	99	92	1496
подъем	s	37.8	100	94	1694
подъемник	s	3.0	63	74	108
поедание	s	1.2	59	87	96
поединок	s	16.5	93	88	610
поезд	s	93.3	100	94	1973
поездка	s	69.8	100	94	2339
пожар	s	43.8	100	94	1423
пожарище	s	1.7	64	90	113
пожарник	s	3.4	73	81	154
пожарный	s	6.2	89	91	324
пожатие	s	1.3	53	87	101
пожелание	s	16.3	100	93	1061
пожива	s	0.9	43	85	71
пожилой	s	0.5	33	78	37
пожитки	s	2.4	66	88	141
поза	s	29.8	99	94	1084
позади	pr	12.7	99	91	582
позвонок	s	5.2	81	54	182
поземка	s	2.2	52	80	92
позитив	s	1.2	44	83	85
позитрон	s	0.5	18	68	21
позиция	s	167.6	100	93	5760
познание	s	28.7	100	84	908
позолота	s	2.8	81	88	176
позор	s	17.1	96	94	822
позорище	s	0.5	35	83	43
позыв	s	1.6	62	87	110
позывные	s	0.8	44	84	57
поилка	s	0.5	27	78	29
поимка	s	2.2	71	86	139
поиск	s	105.0	100	95	4086
поисковик	s	0.8	37	76	50
пойло	s	1.9	53	83	107
пойма	s	3.0	67	82	157
пойнтер	s	0.5	12	53	14
показ	s	15.9	100	89	733
показание	s	31.0	100	89	959
показуха	s	1.6	65	89	117
покаяние	s	12.3	96	68	414
покер	s	1.7	51	84	78
поклажа	s	1.7	64	88	114
поклевка	s	0.5	20	73	24
поклеп	s	2.2	34	47	46
поклон	s	13.2	97	92	598
поклонник	s	22.9	100	93	1182
покои	s	3.1	69	80	121
покой	s	59.0	100	95	2013
покойная	s	0.8	38	82	51
покойник	s	16.0	96	90	580
покойница	s	2.6	58	85	130
покойный	s	5.5	88	90	279
поколение	s	96.2	100	94	3571
покорение	s	2.2	76	91	165
покос	s	1.9	52	84	91
покраска	s	1.4	60	87	105
покров	s	14.0	99	89	705
покрой	s	2.9	84	91	201
покрывало	s	7.1	94	92	375
покрытие	s	25.4	95	87	1061
покрышка	s	5.4	92	84	211
покупка	s	41.7	100	93	2143
покушение	s	11.8	96	91	495
пол	num	15.9	100	92	789
пола	s	5.1	88	90	323
полати	s	1.0	39	80	52
полведра	s	0.6	28	79	39
полвека	s	9.2	92	93	571
полверсты	s	0.6	25	74	35
полгода	s	41.1	100	95	2012
полгодика	s	0.4	27	81	36
полголовы	s	0.9	43	85	66
полгорода	s	0.6	38	84	54
полдела	s	1.0	59	87	82
полдень	s	19.9	99	94	920
полдник	s	0.6	35	81	40
полдороги	s	1.9	70	89	141
полдюжины	s	1.8	63	86	113
поле	s	180.2	100	95	4716
полевка	s	1.4	18	60	22
полемика	s	8.7	89	91	472
поленница	s	2.1	54	85	111
полено	s	5.4	83	90	275
полесье	s	0.6	28	71	36
полет	s	66.5	100	86	1827
полешко	s	0.4	23	78	28
полжизни	s	1.7	70	89	127
ползунки	s	0.5	26	71	33
полиамид	s	0.4	18	64	20
полив	s	3.9	64	85	187
поливка	s	0.6	25	68	32
полиглот	s	0.7	42	86	55
полигон	s	13.7	97	90	573
полиграф	s	0.5	21	62	24
полимер	s	6.8	51	73	150
полином	s	0.4	15	66	29
полип	s	0.7	34	73	43
полировка	s	1.2	58	87	84
полис	s	6.8	64	82	218
полисемия	s	0.5	4	29	6
полисмен	s	0.5	26	78	32
политбюро	s	18.7	91	78	366
политес	s	0.4	24	79	32
политех	s	0.6	33	82	46
политик	s	45.5	100	91	2009
политика	s	184.9	100	92	5734
политикан	s	0.8	46	87	66
политком	s	0.5	23	76	33
политолог	s	6.5	71	87	405
политрук	s	3.9	50	55	73
политура	s	0.5	19	47	21
полифония	s	0.6	37	84	50
полицай	s	4.9	54	63	81
полиция	s	38.2	99	93	1226
поличное	s	1.8	68	90	132
полк	s	51.3	100	91	966
полка	s	41.9	100	94	1410
полкило	s	1.7	61	86	105
полковник	s	86.8	100	90	1163
поллитра	s	1.6	51	84	93
поллютант	s	0.4	10	62	14
поллюция	s	0.7	15	26	17
полмесяца	s	1.3	65	89	96
полметра	s	3.0	88	92	215
полминуты	s	2.8	74	89	179
полмира	s	0.7	44	87	58
полнеба	s	0.7	28	81	49
полнота	s	24.8	99	86	1207
полночь	s	17.0	97	94	807
поло	s	1.6	50	72	73
половец	s	0.7	29	78	35
половик	s	1.6	57	87	106
половина	s	158.8	100	95	5702
половинка	s	7.9	98	92	415
половица	s	3.4	59	87	185
половичок	s	0.9	35	82	56
половник	s	0.9	42	83	57
половодье	s	2.2	69	86	121
половой	s	1.0	40	79	54
полог	s	5.4	79	87	212
положение	s	268.2	100	92	7742
полоз	s	1.9	61	83	101
поломка	s	3.9	89	91	251
полон	s	0.6	43	86	55
полонез	s	0.6	31	81	39
полоса	s	61.6	100	93	2104
полоска	s	19.2	100	93	807
полосочка	s	1.4	50	71	78
полость	s	12.9	94	61	351
полотенце	s	20.5	95	91	785
полотер	s	0.6	24	69	27
полотнище	s	3.1	81	89	185
полотно	s	19.4	98	95	927
полочка	s	5.9	93	93	357
полпред	s	7.2	52	84	308
полпути	s	3.9	91	93	269
полслова	s	5.2	90	92	335
полсотни	s	4.9	86	92	317
полста	num	0.6	33	80	43
полставки	s	0.7	33	82	43
полстраны	s	0.8	47	85	62
полтина	s	0.7	33	81	46
полтинник	s	3.4	82	89	201
полтонны	s	0.5	34	84	38
полтора	num	67.3	100	96	3094
полтораста	num	1.5	63	89	114
полтысячи	s	0.9	50	86	73
полубак	s	0.5	10	46	11
полубог	s	0.7	43	85	51
полубред	s	0.4	27	80	34
полугодие	s	8.5	72	88	440
полудрема	s	0.7	39	84	54
полукруг	s	3.0	76	90	196
полумера	s	0.5	37	83	43
полумесяц	s	1.6	62	87	108
полумрак	s	7.8	84	89	370
полунамек	s	0.5	36	84	43
полуось	s	0.5	23	77	31
полусвет	s	1.0	46	83	68
полусон	s	1.7	60	88	127
полусфера	s	1.0	51	86	63
полутень	s	0.7	36	82	50
полутон	s	1.4	67	90	111
полуторка	s	2.4	51	79	80
полутруп	s	0.4	23	77	26
полутьма	s	5.2	68	88	260
полуфинал	s	2.8	45	84	138
получас	s	3.7	87	93	273
получение	s	82.3	99	87	3617
получка	s	3.4	72	88	193
полушалок	s	0.5	22	77	26
полушарие	s	6.3	93	81	272
полушепот	s	1.4	56	87	108
полушка	s	0.4	24	80	29
полушубок	s	7.1	77	84	223
полцены	s	0.7	43	86	55
полчаса	s	37.9	99	94	1365
полчасика	s	1.5	62	88	119
полчище	s	1.9	70	90	137
полшага	s	1.1	48	85	70
полынь	s	3.6	79	88	183
полынья	s	2.4	64	81	105
польза	s	76.6	100	96	3708
полька	s	1.8	58	84	93
полюс	s	15.7	100	89	532
поляк	s	16.7	96	87	486
поляна	s	19.7	99	92	684
полянка	s	5.4	86	89	271
полярник	s	3.0	54	61	84
полячка	s	0.7	28	75	35
помада	s	9.1	88	87	345
помазание	s	0.6	11	47	28
помазок	s	0.5	27	81	33
помарка	s	1.0	45	84	71
помело	s	0.8	33	73	42
померанец	s	0.4	21	76	25
поместье	s	4.9	88	89	239
помесь	s	1.4	67	91	110
помет	s	2.8	76	90	180
помета	s	0.8	34	80	50
пометка	s	4.7	88	93	310
помеха	s	13.0	99	91	699
помещение	s	91.9	100	91	2958
помещик	s	6.8	90	89	282
помещица	s	0.4	25	80	30
помидор	s	15.4	96	88	603
помимо	pr	64.6	100	94	3592
помин	s	5.4	94	93	374
поминки	s	6.8	81	90	306
помои	s	2.2	70	89	149
помойка	s	9.8	89	92	491
помол	s	1.1	42	80	58
помолвка	s	1.2	51	83	72
помор	s	0.8	30	77	38
помост	s	4.0	82	90	194
помощник	s	57.7	100	92	1738
помощница	s	3.9	86	90	227
помощь	s	300.1	100	95	9691
помпа	s	2.0	74	89	139
помпон	s	0.8	38	79	47
помреж	s	1.0	27	74	32
помывка	s	0.5	36	81	41
помысел	s	5.2	88	89	326
пони	s	1.5	49	82	67
понижение	s	6.2	84	88	416
понимание	s	86.7	100	91	3130
пономарь	s	0.7	23	45	23
понос	s	3.1	85	91	185
поношение	s	1.0	54	88	77
понт	s	2.5	68	89	148
понтон	s	1.5	38	70	53
понукание	s	0.5	32	82	42
пончик	s	1.5	40	64	50
пончо	s	0.6	30	80	33
понятие	s	139.4	100	88	3716
понятой	s	4.5	80	80	193
поощрение	s	6.2	94	89	401
попа	s	2.7	67	78	141
попадание	s	11.2	98	93	678
попадья	s	0.6	23	65	27
поперек	pr	9.7	98	93	526
попечение	s	5.2	85	85	277
попка	s	2.7	69	86	160
попкорн	s	0.4	23	80	29
поплавок	s	3.3	69	86	158
попович	s	1.4	50	80	68
попойка	s	1.6	56	85	103
попона	s	0.8	38	81	52
поправка	s	36.0	100	90	1641
попрание	s	0.8	45	86	65
попрек	s	0.8	38	78	57
поприще	s	6.5	92	92	416
попса	s	1.3	51	85	87
попугай	s	10.0	96	82	337
популяция	s	10.4	69	74	288
попурри	s	0.5	28	80	38
попутка	s	0.9	48	87	70
попутчик	s	6.4	95	93	350
попутчица	s	0.8	36	83	53
попытка	s	109.1	100	95	4456
пора	s	358.2	100	97	9884
поражение	s	45.9	100	93	1905
поребрик	s	0.6	30	80	36
порез	s	2.0	75	87	131
порицание	s	1.3	63	90	104
порка	s	1.4	58	88	96
порно	s	1.3	45	80	65
порнуха	s	1.4	52	83	76
порог	s	64.2	100	94	2029
порода	s	48.5	99	85	1472
порожек	s	0.9	42	85	64
порок	s	12.8	99	93	646
поролон	s	0.7	34	81	46
поросенок	s	10.5	97	88	416
поросль	s	2.5	81	91	169
порох	s	6.5	92	92	355
пороша	s	0.4	25	80	31
порошок	s	16.8	99	92	691
порт	s	33.5	100	91	999
портал	s	4.1	77	85	174
портвейн	s	6.7	83	89	269
портер	s	0.9	26	66	33
портик	s	1.2	53	87	75
портки	s	1.3	49	84	79
портмоне	s	1.2	46	85	73
портниха	s	1.9	63	86	105
портной	s	4.5	86	92	232
портрет	s	73.6	100	94	1805
портсигар	s	3.8	60	84	126
портупея	s	2.0	55	84	101
портфель	s	31.2	99	91	949
портфолио	s	0.4	20	73	23
портье	s	2.4	53	84	81
портьера	s	3.8	73	86	172
портянка	s	4.9	69	87	196
порубка	s	0.9	33	76	41
поругание	s	1.3	54	82	99
порука	s	2.4	79	91	166
порученец	s	1.4	34	72	46
поручение	s	25.2	99	86	1079
поручень	s	3.4	71	87	205
поручик	s	16.0	73	65	150
порция	s	16.9	100	95	811
порча	s	5.9	92	88	321
поршень	s	3.4	72	83	145
порыв	s	24.1	100	95	1089
порядок	s	307.6	100	89	8151
порядочек	s	0.5	25	77	33
посад	s	3.2	67	84	145
посадка	s	31.3	99	93	1147
посадник	s	0.8	9	47	9
посвист	s	0.8	48	86	67
посев	s	7.3	86	87	299
посевная	s	1.2	47	84	79
поселенец	s	1.7	55	82	88
поселение	s	12.4	94	87	497
поселок	s	55.7	100	94	1747
поселянин	s	0.6	27	73	33
посередине	pr	5.0	92	91	300
посередь	pr	0.5	29	80	36
посещение	s	23.5	100	94	1207
посиделки	s	3.4	82	91	224
посинение	s	0.7	44	86	59
поскотина	s	0.7	22	65	23
посланец	s	4.3	90	92	249
послание	s	31.0	100	91	1211
посланник	s	4.1	84	86	194
после	pr	1080.1	100	97	18254
последнее	s	0.5	23	69	30
последыш	s	0.4	28	82	32
пословица	s	8.9	97	91	467
послушник	s	1.9	42	68	78
посмешище	s	1.3	60	90	110
пособие	s	23.6	100	90	1102
пособник	s	1.9	66	88	132
посол	s	36.6	100	87	955
посох	s	4.0	79	84	152
посошок	s	1.0	44	85	73
посреди	pr	32.7	99	92	1196
посредине	pr	2.3	76	90	160
посредник	s	13.1	96	92	756
посредством	pr	21.3	99	86	1136
пост	s	84.3	100	93	2849
поставка	s	44.3	95	90	1805
поставщик	s	24.0	94	90	1155
постамент	s	3.4	85	91	200
постель	s	63.4	99	92	1448
постелька	s	0.7	36	83	53
постер	s	0.8	35	71	60
постник	s	0.5	18	53	21
постовой	s	2.3	69	88	127
постой	s	1.6	62	88	110
постоялец	s	3.8	84	89	210
постриг	s	1.9	39	73	87
постройка	s	23.5	100	86	986
постромка	s	0.5	30	81	33
постулат	s	6.6	87	86	329
поступок	s	49.5	100	95	1722
поступь	s	3.0	82	91	206
посуда	s	31.3	100	94	1203
посудина	s	2.7	70	87	143
посул	s	1.5	65	81	97
посыл	s	1.8	67	88	133
посылка	s	13.4	99	92	539
посылочка	s	0.8	38	82	47
посыльный	s	2.3	56	76	99
потакание	s	0.4	27	82	33
потаскуха	s	0.7	36	81	46
потасовка	s	2.0	74	91	154
потек	s	1.6	53	85	114
потемки	s	3.7	79	88	212
потенциал	s	43.4	88	88	2046
потенция	s	3.6	77	83	189
потеря	s	69.7	100	94	3208
потеха	s	3.2	80	91	205
поток	s	84.8	100	94	3182
потолок	s	57.9	100	94	1747
потомок	s	20.6	99	95	997
потомство	s	7.8	94	90	433
потоп	s	4.2	86	88	226
потреба	s	0.8	44	82	64
потроха	s	2.6	76	88	173
потуга	s	2.2	78	90	164
поучение	s	2.8	73	80	167
похабщина	s	0.5	28	77	35
похвала	s	11.0	99	94	604
похвальба	s	0.7	33	81	52
похищение	s	6.6	89	89	294
похлебка	s	2.1	72	84	132
похмелье	s	7.0	93	92	380
поход	s	34.7	100	93	1228
походка	s	16.3	94	93	704
походочка	s	0.5	29	82	42
похожесть	s	1.0	49	86	76
похоронка	s	1.1	44	82	63
похороны	s	27.7	97	94	955
похоть	s	2.7	77	89	160
похудание	s	0.5	25	78	33
похудение	s	1.2	39	74	60
поцелуй	s	21.1	94	92	762
початок	s	0.9	39	79	51
почва	s	56.2	100	91	2023
почвенник	s	0.8	29	76	37
почемучка	s	0.4	9	42	11
почерк	s	16.3	98	95	725
почести	s	3.9	89	93	247
почет	s	8.0	96	94	528
почивший	s	0.5	27	78	38
почин	s	2.7	80	90	179
починка	s	1.9	72	90	145
почитание	s	2.9	65	76	166
почка	s	16.2	100	89	694
почта	s	33.0	100	95	1448
почтальон	s	4.9	85	88	227
почтамт	s	1.8	59	87	89
почтение	s	6.6	95	94	417
почтовик	s	0.6	25	74	34
пошехонец	s	0.5	6	38	6
пошиб	s	0.8	46	87	65
пошив	s	1.4	54	86	91
пошлина	s	14.6	80	85	557
пошлость	s	7.7	94	92	398
пошляк	s	1.5	57	87	93
пошлятина	s	0.4	34	85	37
пощада	s	3.9	84	91	252
пощечина	s	5.2	86	91	305
поэзия	s	57.3	99	90	1037
поэма	s	26.3	97	88	650
поэт	s	155.1	100	92	2049
поэтесса	s	5.7	85	89	240
поэтика	s	5.3	67	84	194
появление	s	82.5	100	95	3834
пояс	s	37.3	99	94	1349
пояснение	s	5.3	94	92	355
поясница	s	4.4	85	91	274
поясок	s	2.1	58	86	110
прабабка	s	1.3	50	82	79
правда	s	175.5	100	96	3916
праведник	s	4.7	82	84	250
правило	s	258.8	100	91	7928
правитель	s	12.2	94	91	536
правка	s	2.6	71	89	172
правление	s	35.4	99	92	1606
правнук	s	3.0	85	93	214
правнучка	s	0.5	36	85	40
право	s	461.4	100	87	9036
правовед	s	1.1	41	82	68
правота	s	12.7	98	95	678
правша	s	0.4	18	73	23
правый	s	1.3	47	85	91
прагматик	s	1.9	59	87	125
прадед	s	5.5	88	88	266
праздник	s	115.0	100	95	3597
праймер	s	5.0	13	51	96
прайс	s	0.6	32	79	40
практик	s	2.8	73	88	207
практика	s	120.7	100	89	4780
практикум	s	1.0	39	80	56
праматерь	s	0.4	22	78	24
праотец	s	1.3	51	84	78
прапор	s	0.8	24	75	31
прапорщик	s	12.6	85	80	256
прапрадед	s	0.7	37	82	45
прародина	s	0.5	23	72	28
прах	s	13.4	96	93	674
прачечная	s	3.4	85	89	199
прачка	s	1.5	61	87	92
праща	s	0.4	25	73	30
пращур	s	0.9	49	84	66
праязык	s	0.4	14	67	18
преамбула	s	1.3	56	87	95
прево	s	1.0	16	24	19
превыше	pr	3.6	94	93	247
преграда	s	9.9	98	93	602
пред	pr	8.8	96	86	441
предание	s	10.7	98	84	493
преданье	s	0.4	27	82	31
предатель	s	11.7	94	91	499
предгорье	s	2.1	74	89	142
предел	s	118.0	100	92	4827
предикат	s	3.6	17	55	47
предлог	s	12.7	99	95	726
предмет	s	154.4	100	91	4530
предо	pr	1.8	54	74	87
предок	s	29.0	100	95	1230
предтеча	s	3.8	76	78	203
преемник	s	8.2	88	90	486
преемство	s	0.4	15	68	18
прежде	pr	147.3	100	94	6093
презент	s	1.6	64	87	97
президент	s	311.0	100	89	7600
президиум	s	26.5	98	89	814
презрение	s	14.5	98	94	734
прекурсор	s	0.5	14	65	22
прелесть	s	19.4	99	94	938
прель	s	0.7	35	83	52
прелюдия	s	3.3	78	86	189
премия	s	56.2	99	92	1865
премьер	s	32.8	92	87	1298
премьера	s	30.8	90	89	1076
прения	s	3.8	84	82	193
препарат	s	52.9	96	82	1075
препод	s	0.7	20	62	42
препона	s	1.9	70	90	153
прерия	s	1.2	40	68	50
пресвитер	s	0.9	26	64	42
пресс	s	7.2	93	91	412
пресса	s	51.5	99	90	2168
прессинг	s	1.5	54	87	116
престиж	s	8.8	93	92	553
престол	s	12.9	92	84	473
претензия	s	34.5	100	94	1846
префект	s	1.7	47	82	85
преферанс	s	2.0	61	85	114
прецедент	s	6.4	83	90	418
при	pr	1550.8	100	93	22016
прибавка	s	4.6	81	89	280
прибалт	s	1.4	50	86	82
прибамбас	s	0.9	44	85	69
прибаутка	s	1.3	65	89	102
прибежище	s	2.8	79	91	196
прибой	s	4.8	83	87	227
прибор	s	49.7	100	92	1641
приборка	s	0.7	19	41	22
приборчик	s	0.8	34	77	48
прибыль	s	48.5	99	91	2094
прибытие	s	12.1	100	91	582
прибыток	s	0.4	27	81	30
привал	s	3.5	79	89	185
приварок	s	0.5	33	79	38
привес	s	0.5	30	81	34
привет	s	45.8	99	85	1435
приветик	s	1.3	23	55	59
прививка	s	8.6	94	87	321
привкус	s	4.5	94	93	314
привод	s	9.5	86	88	429
привоз	s	1.2	38	68	44
привой	s	0.6	9	34	14
приворот	s	0.4	14	62	19
